helmet, What does the object look like?, The object is typically rounded or oval in shape., Shape:0.8,Egg:0.7,Sphere:0.6,Fruit:, Shape:0.38095238095238093,Egg:0.3333333333333333,Sphere:0.2857142857142857, information_gain: 27.631021115928547, remaining_turns: 4
, odometer, How is the object attached to what it is measuring?, It is attached by being part of the dashboard., Dashboard:0.9, Vehicle:0.7, Attachment:0.8, Integrated, Dashboard:0.37499999999999994,Vehicle:0.29166666666666663,Attachment:0.3333333333333333, information_gain: 6.949780413313325, remaining_turns: 2
, odometer, How does the object measure distance traveled?, It measures distance traveled by counting the rotations of a wheel or shaft connected to the vehicle's transmission or axle., Wheel:0.8, Shaft:0.7, Rotation:0.9, Transmission, Wheel:0.33333333333333337,Shaft:0.2916666666666667,Rotation:0.375, information_gain: 6.949780413313325, remaining_turns: 1
, cleaver, What does the object look like?, It is typically a rectangular or square shape with a straight edge and a handle attached to one end., What does the object look like?, It is typically a rectangular or square shape with a straight edge and a handle attached to one end., Rectangle:0.9, Square:0.8, Handle:0.7, Straight edge, Rectangle:0.37499999999999994,Square:0.3333333333333333,Handle:0.29166666666666663, information_gain: 27.631021115928547, remaining_turns: 49
, cleaver, What is the object used for?, Cutting., Cutting:0.9, Blade:0.8, Sharp:0.7, Kitchen:, Cutting:0.37499999999999994,Blade:0.3333333333333333,Sharp:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 48
, cleaver, What material is the object made of?, Metal., Metal:0.9, Steel:0.8, Iron:0.7, Durable:, Metal:0.37499999999999994,Steel:0.3333333333333333,Iron:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 47
, cleaver, What is the approximate size of the object?, The object is approximately 6-12 inches long and 3-4 inches wide., Small:0.7, Handheld:0.8, Six inches:0.6,, Small:0.3333333333333333,Handheld:0.38095238095238093,Six inches:0.2857142857142857, information_gain: 7.033348047705214, remaining_turns: 46
, cleaver, I'm going to take a guess that the object is a saw.?, No., Saw:-0.9, Wood:-0.8, Teeth:-0.7, Carpenter:-, Not Saw:0.37499999999999994,Not Wood:0.3333333333333333,Not Teeth:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 45
, cleaver, How is the object used to cut things?, The object is used to chop things., Chop:0.9, Slice:0.8, Kitchen:0.7, Food, Chop:0.37499999999999994,Slice:0.3333333333333333,Kitchen:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 44
, cleaver, What is the object typically used to cut?, Yes., Food:0.9, Vegetables:0.8, Meat:0.7, Cutting board, Food:0.37499999999999994,Vegetables:0.3333333333333333,Meat:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 43
, cleaver, What is the object typically used to cut?, Yes., Food:0.9, Vegetables:0.8, Meat:0.7, Cutting board, Food:0.37499999999999994,Vegetables:0.3333333333333333,Meat:0.29166666666666663, information_gain: 0.010965765118242711, remaining_turns: 42
, cleaver, What is the object typically used to cut?, Yes., Food:0.9, Vegetables:0.8, Meat:0.7, Cutting board, Food:0.37499999999999994,Vegetables:0.3333333333333333,Meat:0.29166666666666663, information_gain: 0.012041438849636406, remaining_turns: 41
, cleaver, What is the object typically used to cut?, Yes., Food:0.9, Vegetables:0.8, Meat:0.7, Cutting board, Food:0.37499999999999994,Vegetables:0.3333333333333333,Meat:0.29166666666666663, information_gain: 0.012604410511685824, remaining_turns: 40
, cleaver, What is the object typically used to cut?, Yes., Food:0.9, Vegetables:0.8, Meat:0.7, Cutting board, Food:0.37499999999999994,Vegetables:0.3333333333333333,Meat:0.29166666666666663, information_gain: 0.012549318179533437, remaining_turns: 39
, cleaver, What is the object typically used to chop?, Yes., Food:0.9, Vegetables:0.8, Meat:0.7, Cutting board, Food:0.37499999999999994,Vegetables:0.3333333333333333,Meat:0.29166666666666663, information_gain: 0.011886813300475625, remaining_turns: 38
, cleaver, What is the object typically used to chop?, Yes., What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Hatchet:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Hatchet:0.2857142857142857, information_gain: 7.033348047705214, remaining_turns: 37
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Hatchet:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Hatchet:0.2857142857142857, information_gain: 0.01134103168333824, remaining_turns: 36
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Hatchet:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Hatchet:0.2857142857142857, information_gain: 0.012431089995689844, remaining_turns: 35
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Hatchet:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Hatchet:0.2857142857142857, information_gain: 0.01296890337717743, remaining_turns: 34
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Hatchet:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Hatchet:0.2857142857142857, information_gain: 0.01285070236344777, remaining_turns: 33
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Hatchet:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Hatchet:0.2857142857142857, information_gain: 0.012099876321436708, remaining_turns: 32
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Hatchet:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Hatchet:0.2857142857142857, information_gain: 0.010857658880427196, remaining_turns: 31
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Hatchet:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Hatchet:0.2857142857142857, information_gain: 0.009330406408386829, remaining_turns: 30
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Hatchet:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Hatchet:0.2857142857142857, information_gain: 0.007724611110726441, remaining_turns: 29
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Hatchet:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Hatchet:0.2857142857142857, information_gain: 0.0062003264274953845, remaining_turns: 28
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Hatchet:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Hatchet:0.2857142857142857, information_gain: 0.004854431047403635, remaining_turns: 27
, cleaver, What is the object typically used to chop?, Yes., What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Machete:0.6, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Machete:0.2857142857142857, information_gain: 0.0037271422978540285, remaining_turns: 26
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Machete:0.6, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Machete:0.2857142857142857, information_gain: 0.0028189378455156836, remaining_turns: 25
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Machete:0.6, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Machete:0.2857142857142857, information_gain: 0.0021078994883357957, remaining_turns: 24
, cleaver, What is the object typically used to chop?, Yes., What is the object typically used to chop?, Yes., What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 0.0015628307509071907, remaining_turns: 23
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 0.0011514004946755775, remaining_turns: 22
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 0.0008443357229968118, remaining_turns: 21
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 0.000617046141232893, remaining_turns: 20
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 0.0004498145553695705, remaining_turns: 19
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 0.0003273082985378334, remaining_turns: 18
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 0.00023785037941117555, remaining_turns: 17
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 0.00017267582889294537, remaining_turns: 16
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 0.000125272265782292, remaining_turns: 15
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 9.083589963970051e-05, remaining_turns: 14
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 6.584154330948668e-05, remaining_turns: 13
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 4.771186838420645e-05, remaining_turns: 12
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 3.4567561265673264e-05, remaining_turns: 11
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 2.504091092058641e-05, remaining_turns: 10
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 1.8137915014102633e-05, remaining_turns: 9
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 1.313689194517845e-05, remaining_turns: 8
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 9.514253842515044e-06, remaining_turns: 7
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 6.890330735352289e-06, remaining_turns: 6
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 4.989916241965982e-06, remaining_turns: 5
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 3.6135797728873004e-06, remaining_turns: 4
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 2.6168309459586744e-06, remaining_turns: 3
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 1.8949993887100814e-06, remaining_turns: 2
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 1.372268646341632e-06, remaining_turns: 1
, cleaver, What is the object typically used to chop?, Yes., Knife:0.8,Cleaver:0.7,Axe:0.6,, Knife:0.38095238095238093,Cleaver:0.3333333333333333,Axe:0.2857142857142857, information_gain: 9.93726309237664e-07, remaining_turns: 0
, swatch, What is the general shape of the object?, The general shape of the object is rectangular., Brick:0.9,Book:0.8,Box:0.7,Tablet:, Brick:0.37499999999999994,Book:0.3333333333333333,Box:0.29166666666666663, information_gain: 27.631021115928547, remaining_turns: 5
, swatch, What is the object's primary function?, The object's primary function is to display a sample of a material., Swatch:0.9,Display:0.8,Sample:0.7,Color chart, Swatch:0.37499999999999994,Display:0.3333333333333333,Sample:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 4
, swatch, What material is the object made of?, Fabric., Swatch:0.9,Fabric:0.8,Textile:0.7,Sample, Swatch:0.37499999999999994,Fabric:0.3333333333333333,Textile:0.29166666666666663, information_gain: 0.01096576511824271, remaining_turns: 3
, swatch, What is the size of the object?, The object is small enough to be held in one hand., Swatch:0.9,Sample:0.8,Tile:0.7,Chip:, Swatch:0.37499999999999994,Sample:0.3333333333333333,Tile:0.29166666666666663, information_gain: 0.012041438849636446, remaining_turns: 2
