secret,turn_index,question,label
denture,29,Is the object used to eat a type of snack food that is often eaten by children?,Category
denture,30,I'm going to take a guess that the object is a lunch box.?,Direct
denture,31,Is the object used to eat a type of snack food that is often eaten on-the-go?,Category
denture,32,Is the object used to eat a type of snack food that is crunchy?,Category
denture,33,Is the object used to eat a type of snack food that is sweet?,Category
denture,34,Is the object used to eat a type of snack food that is savory?,Category
denture,35,I'm going to take a guess that the object is a cracker box.?,Direct
denture,36,Is the object used to eat a type of snack food that is small and can be eaten in one bite?,Category
denture,37,Is the object used to eat a type of snack food that is messy or requires a napkin?,Function
denture,38,I'm going to take a guess that the object is a snack container.?,Direct
denture,39,Is the object used to eat a type of snack food that is typically eaten with one's fingers?,Category
denture,40,"Is the object used to eat a type of snack food that is typically eaten with a utensil, but not a fork or spoon?",Category
denture,41,I'm going to take a guess that the object is a food picker.?,Direct
denture,42,Is the object used to eat a type of snack food that is commonly eaten at the beach or outdoors?,Category
denture,43,Is the object used to eat a type of snack food that is commonly eaten while watching TV or a movie?,Category
denture,44,I'm going to take a guess that the object is a popcorn bucket.?,Direct
denture,45,Is the object used to eat a type of snack food that is commonly eaten as a dessert?,Category
denture,46,Is the object used to eat a type of snack food that is high in calories?,Function
denture,47,I'm going to take a guess that the object is a chip clip.?,Direct
denture,48,Is the object used to eat a type of snack food that is low in calories?,Category
denture,49,Is the object used to eat a type of snack food that is high in sugar?,Category
denture,50,I'm going to take a guess that the object is a candy dish.?,Direct
desk,1,Is the object you are thinking of something that can be held in your hand?,Attribute
desk,2,Is the object man made?,Category
desk,3,Does the object have moving parts?,Attribute
desk,4,Is the object used for transportation?,Function
desk,5,Is the object electronic?,Category
desk,6,Is the object commonly found in a kitchen?,Location
desk,7,Is the object used for entertainment?,Function
desk,8,Is the object used for a specific task?,Function
desk,9,Is the object used primarily with the hands?,Function
desk,10,Is the object a tool?,Category
desk,11,My guess is that the object is a bicycle pump.?,Direct
desk,12,Is the object used to cut something?,Function
desk,13,Is the object used to shape or mold something?,Function
desk,14,Is the object used to join or separate things?,Function
desk,15,Is the object used to apply force or pressure?,Function
desk,16,Is the object a press?,Direct
desk,17,Is the object a vice?,Direct
desk,18,My guess is that the object is a hammer.?,Direct
desk,19,Is the object used to apply force in a squeezing motion?,Function
desk,20,Is the object used to apply force in a twisting motion?,Function
desk,21,Is the object used to apply force in a pushing or pulling motion?,Function
desk,22,Is the object used to apply force in a pounding motion?,Function
desk,23,Is the object used to apply force in a levering motion?,Function
desk,24,Is the object used to apply force in a prying motion?,Function
desk,25,Is the object used to apply force to a small area?,Function
desk,26,Is the object used to apply force to a large area?,Function
desk,27,Is the object used to apply force to a medium sized area?,Function
desk,28,My guess is that the object is a jack.?,Direct
desk,29,Does the object have a flat surface?,Attribute
desk,30,Is the object used to apply force to a surface to make it flat?,Function
desk,31,Is the object used to apply force to a surface to make it smooth?,Function
desk,32,Is the object used to apply force to a surface to remove material from the surface?,Function
desk,33,Is the object used to apply force to a surface to shape the surface?,Function
desk,34,Is the object used to apply force to a surface to polish the surface?,Function
desk,35,Is the object used to apply force to a surface to clean the surface?,Function
desk,36,Is the object used to apply force to a surface to grind the surface?,Function
desk,37,Is the object used to apply force to a surface to sand the surface?,Function
desk,38,Is the object used to apply force to a surface to scrape the surface?,Function
desk,39,Is the object used to apply force to a surface to rub the surface?,Function
desk,40,Is the object used to apply force to a surface to buff the surface?,Function
desk,41,Is the object used to apply force to a surface to crush the surface?,Function
desk,42,Is the object used to apply force to a surface to compress the surface?,Function
desk,43,Is the object used to apply force to a surface to compact the surface?,Function
desk,44,Is the object used to apply force to a surface to flatten the surface?,Function
desk,45,Is the object used to apply force to a surface to level the surface?,Function
desk,46,Is the object used to apply force to a surface to even the surface?,Function
desk,47,Is the object used to apply force to a surface to align the surface?,Function
desk,48,Is the object used to apply force to a surface to straighten the surface?,Function
desk,49,Is the object used to apply force to a surface to secure the surface?,Function
desk,50,Is the object used to apply force to a surface to hold the surface?,Function
diamond,1,Is the object you are thinking of something that can be held in your hand?,Attribute
diamond,2,Is the object man-made?,Category
diamond,3,Does the object have moving parts?,Attribute
diamond,4,Is the object made primarily of plastic?,Attribute
diamond,5,Is the object made primarily of metal?,Attribute
diamond,6,Is the object used for a specific purpose or function?,Function
diamond,7,Is the object related to food or drink in any way?,Category
diamond,8,Is the object used for entertainment?,Function
diamond,9,Is the object used primarily with the hands?,Function
diamond,10,Is the object used for personal grooming or hygiene?,Function
diamond,11,Is the object commonly found in most households?,Location
diamond,12,Is the object related to a hobby or activity?,Category
diamond,13,"Is the object used primarily for a functional purpose, rather than for aesthetic or decorative purposes?",Function
